tipolista,dataimportazione,dataaggiornamento,nomefile,lunghezzafile,errore,md5file,aggiornamenti,numerosoggetti
au,2026-01-16 20:00:01.06+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-16 20:00:21.774+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-16 20:00:36.035+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-16 20:00:50.269+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-16 20:00:52.857+00,2026-01-15 23:00:09.156+00,onu.xml,2025693,f,,N,-1
eu,2026-01-16 20:00:55.329+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-16 20:01:04.328+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-16 20:01:08.653+00,2026-01-16 20:01:12.488+00,ca.xml,1672024,f,,N,-1
us,2026-01-16 20:01:15.239+00,2026-01-16 20:01:15.239+00,cuba.xml,262316,f,,N,-1
au,2026-01-17 06:00:04.796+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-17 06:00:19.86+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-17 06:00:34.03+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-17 06:00:57.01+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-17 06:01:00.882+00,2026-01-16 23:00:03.331+00,onu.xml,2025693,f,,N,-1
eu,2026-01-17 06:01:03.44+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-17 06:01:12.227+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-17 06:01:16.014+00,2026-01-17 06:01:20.067+00,ca.xml,1672024,f,,N,-1
us,2026-01-17 06:01:22.631+00,2026-01-17 06:01:22.632+00,cuba.xml,262316,f,,N,-1
au,2026-01-17 20:00:00.321+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-17 20:00:16.77+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-17 20:00:30.367+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-17 20:00:38.509+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-17 20:00:40.818+00,2026-01-16 23:00:03.331+00,onu.xml,2025693,f,,N,-1
eu,2026-01-17 20:00:44.084+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-17 20:00:51.478+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-17 20:00:55.513+00,2026-01-17 20:00:59.199+00,ca.xml,1672024,f,,N,-1
us,2026-01-17 20:01:02.16+00,2026-01-17 20:01:02.161+00,cuba.xml,262316,f,,N,-1
au,2026-01-18 06:00:08.676+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-18 06:00:25.89+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-18 06:00:42.204+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-18 06:01:10.627+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-18 06:01:13.227+00,2026-01-17 23:00:06.73+00,onu.xml,2025693,f,,N,-1
eu,2026-01-18 06:01:15.693+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-18 06:01:24.137+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-18 06:01:27.625+00,2026-01-18 06:01:31.334+00,ca.xml,1672024,f,,N,-1
us,2026-01-18 06:01:33.821+00,2026-01-18 06:01:33.822+00,cuba.xml,262316,f,,N,-1
au,2026-01-18 20:00:08.206+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-18 20:00:24.035+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-18 20:00:40.058+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-18 20:00:49.499+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-18 20:00:52.326+00,2026-01-17 23:00:06.73+00,onu.xml,2025693,f,,N,-1
eu,2026-01-18 20:00:54.629+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-18 20:01:04.289+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-18 20:01:08.004+00,2026-01-18 20:01:11.69+00,ca.xml,1672024,f,,N,-1
us,2026-01-18 20:01:14.218+00,2026-01-18 20:01:14.219+00,cuba.xml,262316,f,,N,-1
au,2026-01-19 06:00:03.531+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-19 06:00:21.228+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-19 06:00:36.102+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-19 06:00:52.952+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-19 06:00:55.604+00,2026-01-17 23:00:06.73+00,onu.xml,2025693,f,,N,-1
eu,2026-01-19 06:00:57.975+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-19 06:01:05.459+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-19 06:01:10.238+00,2026-01-19 06:01:14.639+00,ca.xml,1672024,f,,N,-1
us,2026-01-19 06:01:17.246+00,2026-01-19 06:01:17.247+00,cuba.xml,262316,f,,N,-1
au,2026-01-19 20:00:08.57+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-19 20:00:25.614+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-19 20:01:55.699+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-19 20:02:12.841+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-19 20:02:16.74+00,2026-01-17 23:00:06.73+00,onu.xml,2025693,f,,N,-1
eu,2026-01-19 20:02:19.154+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-19 20:02:28.609+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-19 20:02:32.596+00,2026-01-19 20:02:36.444+00,ca.xml,1672024,f,,N,-1
us,2026-01-19 20:02:39.258+00,2026-01-19 20:02:39.259+00,cuba.xml,262316,f,,N,-1
au,2026-01-20 06:00:01.948+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-20 06:00:39.532+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-20 06:00:53.265+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-20 06:01:14.985+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-20 06:01:17.669+00,2026-01-19 23:00:08.639+00,onu.xml,2025693,f,,N,-1
eu,2026-01-20 06:01:20.261+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-20 06:01:30.984+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-20 06:01:35.051+00,2026-01-20 06:01:38.987+00,ca.xml,1672024,f,,N,-1
us,2026-01-20 06:01:41.556+00,2026-01-20 06:01:41.557+00,cuba.xml,262316,f,,N,-1
au,2026-01-20 20:00:03.654+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-20 20:00:39.537+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-20 20:00:55.308+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-20 20:01:11.225+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-20 20:01:13.825+00,2026-01-19 23:00:08.639+00,onu.xml,2025693,f,,N,-1
eu,2026-01-20 20:01:16.199+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-20 20:02:56.737+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-20 20:03:01.295+00,2026-01-20 20:03:05.235+00,ca.xml,1672024,f,,N,-1
us,2026-01-20 20:03:07.908+00,2026-01-20 20:03:07.909+00,cuba.xml,262316,f,,N,-1
au,2026-01-21 06:00:06.51+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-21 06:00:54.281+00,2026-01-15 23:00:00+00,ofac_sdn.xml,27891003,f,,N,-1
ch,2026-01-21 06:01:10.409+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-21 06:01:28.751+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-21 06:01:31.242+00,2026-01-20 23:00:04.104+00,onu.xml,2025693,f,,N,-1
eu,2026-01-21 06:01:33.768+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-21 06:01:41.043+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-21 06:01:45.127+00,2026-01-21 06:01:49.225+00,ca.xml,1672024,f,,N,-1
us,2026-01-21 06:01:51.979+00,2026-01-21 06:01:51.981+00,cuba.xml,262316,f,,N,-1
au,2026-01-21 20:00:01.792+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-21 20:00:19.815+00,2026-01-20 23:00:00+00,ofac_sdn.xml,27900819,f,,N,-1
ch,2026-01-21 20:00:34.214+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-21 20:00:42.467+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-21 20:00:44.818+00,2026-01-20 23:00:04.104+00,onu.xml,2025693,f,,N,-1
eu,2026-01-21 20:00:47.296+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-21 20:00:57.319+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-21 20:01:01.395+00,2026-01-21 20:01:05.336+00,ca.xml,1672024,f,,N,-1
us,2026-01-21 20:01:07.948+00,2026-01-21 20:01:07.948+00,cuba.xml,262316,f,,N,-1
au,2026-01-22 06:00:03.039+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-22 06:00:17.938+00,2026-01-20 23:00:00+00,ofac_sdn.xml,27900819,f,,N,-1
ch,2026-01-22 06:00:33.249+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-22 06:00:55.397+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-22 06:00:57.982+00,2026-01-21 23:00:08.262+00,onu.xml,2025693,f,,N,-1
eu,2026-01-22 06:01:00.436+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-22 06:01:08.871+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-22 06:01:12.788+00,2026-01-22 06:01:16.555+00,ca.xml,1672024,f,,N,-1
us,2026-01-22 06:01:19.032+00,2026-01-22 06:01:19.033+00,cuba.xml,262316,f,,N,-1
au,2026-01-22 20:00:06.326+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-22 20:00:22.751+00,2026-01-21 23:00:00+00,ofac_sdn.xml,27911327,f,,N,-1
ch,2026-01-22 20:00:37.557+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-22 20:00:46.826+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-22 20:00:49.179+00,2026-01-21 23:00:08.262+00,onu.xml,2025693,f,,N,-1
eu,2026-01-22 20:00:51.487+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-22 20:00:59.088+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-22 20:01:03.237+00,2026-01-22 20:01:07.181+00,ca.xml,1672024,f,,N,-1
us,2026-01-22 20:01:10.089+00,2026-01-22 20:01:10.09+00,cuba.xml,262316,f,,N,-1
au,2026-01-23 06:00:07.305+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-23 06:00:24.011+00,2026-01-21 23:00:00+00,ofac_sdn.xml,27911327,f,,N,-1
ch,2026-01-23 06:00:39.339+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-23 06:00:59.622+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-23 06:01:02.27+00,2026-01-22 23:00:04.672+00,onu.xml,2025693,f,,N,-1
eu,2026-01-23 06:01:04.411+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-23 06:01:11.508+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-23 06:01:15.335+00,2026-01-23 06:01:19.001+00,ca.xml,1672024,f,,N,-1
us,2026-01-23 06:01:21.739+00,2026-01-23 06:01:21.74+00,cuba.xml,262316,f,,N,-1
au,2026-01-23 20:00:05.531+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-23 20:00:21.904+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-23 20:00:36.516+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-23 20:00:44.682+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-23 20:00:46.991+00,2026-01-22 23:00:04.672+00,onu.xml,2025693,f,,N,-1
eu,2026-01-23 20:00:49.25+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-23 20:00:56.795+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-23 20:01:00.678+00,2026-01-23 20:01:04.553+00,ca.xml,1672024,f,,N,-1
us,2026-01-23 20:01:07.024+00,2026-01-23 20:01:07.025+00,cuba.xml,262316,f,,N,-1
au,2026-01-24 06:00:07.497+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-24 06:00:23.643+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-24 06:00:38.637+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-24 06:00:46.771+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-24 06:00:49.163+00,2026-01-23 23:00:04.472+00,onu.xml,2025693,f,,N,-1
eu,2026-01-24 06:00:51.369+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-24 06:01:00.288+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-24 06:01:04.158+00,2026-01-24 06:01:07.753+00,ca.xml,1672024,f,,N,-1
us,2026-01-24 06:01:10.146+00,2026-01-24 06:01:10.147+00,cuba.xml,262316,f,,N,-1
au,2026-01-24 20:00:05.987+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-24 20:00:22.582+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-24 20:00:36.143+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-24 20:00:51.485+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-24 20:00:53.791+00,2026-01-23 23:00:04.472+00,onu.xml,2025693,f,,N,-1
eu,2026-01-24 20:00:56.001+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-24 20:01:05.125+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-24 20:01:09.064+00,2026-01-24 20:01:12.782+00,ca.xml,1672024,f,,N,-1
us,2026-01-24 20:01:15.178+00,2026-01-24 20:01:15.179+00,cuba.xml,262316,f,,N,-1
au,2026-01-25 06:00:02.198+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-25 06:00:33.164+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-25 06:00:46.951+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-25 06:01:03.978+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-25 06:01:06.518+00,2026-01-24 23:00:02.876+00,onu.xml,2025693,f,,N,-1
eu,2026-01-25 06:01:08.902+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-25 06:01:17.665+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-25 06:01:21.297+00,2026-01-25 06:01:25.108+00,ca.xml,1672024,f,,N,-1
us,2026-01-25 06:01:29.302+00,2026-01-25 06:01:29.303+00,cuba.xml,262316,f,,N,-1
au,2026-01-25 20:00:06.663+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-25 20:00:20.802+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-25 20:00:35.347+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-25 20:00:43.619+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-25 20:00:46.008+00,2026-01-24 23:00:02.876+00,onu.xml,2025693,f,,N,-1
eu,2026-01-25 20:00:48.161+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-25 20:00:55.229+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-25 20:00:58.941+00,2026-01-25 20:01:04.425+00,ca.xml,1672024,f,,N,-1
us,2026-01-25 20:01:06.911+00,2026-01-25 20:01:06.911+00,cuba.xml,262316,f,,N,-1
au,2026-01-26 06:00:06.698+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-26 06:00:22.966+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-26 06:00:38.496+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-26 06:00:49.943+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-26 06:00:52.344+00,2026-01-24 23:00:02.876+00,onu.xml,2025693,f,,N,-1
eu,2026-01-26 06:00:54.652+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-26 06:01:03.5+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-26 06:01:07.413+00,2026-01-26 06:01:11.121+00,ca.xml,1672024,f,,N,-1
us,2026-01-26 06:01:13.644+00,2026-01-26 06:01:13.645+00,cuba.xml,262316,f,,N,-1
au,2026-01-26 20:00:08.552+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-26 20:00:24.515+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-26 20:00:42.109+00,2026-01-12 23:00:00+00,ch.xml,36709182,f,,N,-1
nsdn,2026-01-26 20:01:15.428+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-26 20:01:18.311+00,2026-01-24 23:00:02.876+00,onu.xml,2025693,f,,N,-1
eu,2026-01-26 20:01:20.884+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-26 20:01:30.312+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-26 20:01:35.112+00,2026-01-26 20:01:39.156+00,ca.xml,1672024,f,,N,-1
us,2026-01-26 20:01:43.126+00,2026-01-26 20:01:43.127+00,cuba.xml,262316,f,,N,-1
au,2026-01-27 06:00:02.085+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-27 06:00:16.291+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-27 06:00:30.366+00,2026-01-26 23:00:00+00,ch.xml,36725877,f,,N,-1
nsdn,2026-01-27 06:01:00.302+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-27 06:01:02.764+00,2026-01-26 23:00:07.7+00,onu.xml,2025693,f,,N,-1
eu,2026-01-27 06:01:05+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-27 06:01:11.76+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-27 06:01:15.538+00,2026-01-27 06:01:19.658+00,ca.xml,1672024,f,,N,-1
us,2026-01-27 06:01:22.235+00,2026-01-27 06:01:22.236+00,cuba.xml,262316,f,,N,-1
au,2026-01-27 20:00:02.771+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-27 20:00:19.404+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-27 20:00:37.148+00,2026-01-26 23:00:00+00,ch.xml,36725877,f,,N,-1
nsdn,2026-01-27 20:01:00.048+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-27 20:01:02.617+00,2026-01-26 23:00:07.7+00,onu.xml,2025693,f,,N,-1
eu,2026-01-27 20:01:05.055+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-27 20:01:12.983+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-27 20:01:17.271+00,2026-01-27 20:01:21.532+00,ca.xml,1672024,f,,N,-1
us,2026-01-27 20:01:24.993+00,2026-01-27 20:01:24.994+00,cuba.xml,262316,f,,N,-1
au,2026-01-28 06:00:07.113+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-28 06:00:23.466+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-28 06:00:37.002+00,2026-01-26 23:00:00+00,ch.xml,36725877,f,,N,-1
nsdn,2026-01-28 06:00:53.749+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-28 06:00:56.145+00,2026-01-27 23:00:11.197+00,onu.xml,2025693,f,,N,-1
eu,2026-01-28 06:00:58.278+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-28 06:01:07.734+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-28 06:01:11.189+00,2026-01-28 06:01:15.404+00,ca.xml,1672024,f,,N,-1
us,2026-01-28 06:01:17.731+00,2026-01-28 06:01:17.732+00,cuba.xml,262316,f,,N,-1
au,2026-01-28 20:00:04.83+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-28 20:00:23.154+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-28 20:00:41.788+00,2026-01-27 23:00:00+00,ch.xml,36745422,f,,N,-1
nsdn,2026-01-28 20:00:53.561+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-28 20:00:56.21+00,2026-01-27 23:00:11.197+00,onu.xml,2025693,f,,N,-1
eu,2026-01-28 20:00:58.682+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-28 20:01:06.697+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-28 20:01:11.301+00,2026-01-28 20:01:15.417+00,ca.xml,1672024,f,,N,-1
us,2026-01-28 20:01:18.193+00,2026-01-28 20:01:18.193+00,cuba.xml,262316,f,,N,-1
au,2026-01-29 06:00:05.279+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-29 06:00:22.03+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-29 06:00:35.879+00,2026-01-27 23:00:00+00,ch.xml,36745422,f,,N,-1
nsdn,2026-01-29 06:01:00.204+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-29 06:01:02.797+00,2026-01-28 23:00:09.785+00,onu.xml,2025693,f,,N,-1
eu,2026-01-29 06:01:05.323+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-29 06:01:12.997+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-29 06:01:17.169+00,2026-01-29 06:01:21.332+00,ca.xml,1672024,f,,N,-1
us,2026-01-29 06:01:24.298+00,2026-01-29 06:01:24.299+00,cuba.xml,262316,f,,N,-1
au,2026-01-29 20:00:06.913+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-29 20:00:22.402+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-29 20:00:38.668+00,2026-01-27 23:00:00+00,ch.xml,36745422,f,,N,-1
nsdn,2026-01-29 20:00:50.112+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-29 20:00:52.843+00,2026-01-28 23:00:09.785+00,onu.xml,2025693,f,,N,-1
eu,2026-01-29 20:00:54.933+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-29 20:01:03.855+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-29 20:01:08.525+00,2026-01-29 20:01:12.771+00,ca.xml,1672024,f,,N,-1
us,2026-01-29 20:01:15.662+00,2026-01-29 20:01:15.663+00,cuba.xml,262316,f,,N,-1
au,2026-01-30 06:00:08.274+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
sdn,2026-01-30 06:00:23.018+00,2026-01-22 23:00:00+00,ofac_sdn.xml,27927198,f,,N,-1
ch,2026-01-30 06:00:38.301+00,2026-01-27 23:00:00+00,ch.xml,36745422,f,,N,-1
nsdn,2026-01-30 06:00:59.392+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-01-30 06:01:01.918+00,2026-01-29 23:00:03.98+00,onu.xml,2025693,f,,N,-1
eu,2026-01-30 06:01:04.166+00,2025-12-18 23:00:00+00,euea.xml,24072444,f,,N,-1
uk,2026-01-30 06:01:14.286+00,2026-01-15 23:00:00+00,uk.xml,19516462,f,,N,-1
ca,2026-01-30 06:01:18.037+00,2026-01-30 06:01:22.284+00,ca.xml,1672024,f,,N,-1
us,2026-01-30 06:01:25.152+00,2026-01-30 06:01:25.152+00,cuba.xml,262316,f,,N,-1
au,2026-01-30 20:00:02.616+00,2025-12-17 23:00:00+00,au.xlsx,1278152,f,,N,-1
